Timestamp;scop_accx;scop_accy;scop_accz;scop_gyrox;scop_gyroy;scop_gyroz
3144091;53797;3136;25737;-228;141;-257
3145079;58777;-4812;30765;-177;80;-225
3146080;61554;-9241;39695;-119;21;-187
3147079;49799;-10821;51642;-61;-38;-146
3148080;49488;-14963;61195;-7;-93;-102
3149079;46926;-21787;71969;44;-149;-59
3150080;37732;-28945;88609;94;-199;-15
3151079;30286;-31938;100843;140;-245;29
3152075;22912;-30142;110636;184;-283;73
3153080;19632;-36463;125839;219;-314;116
3154075;13120;-44268;137882;248;-338;154
3155090;-1173;-34021;146381;270;-355;187
3156079;-15083;-30454;158520;280;-364;215
3157075;-19416;-41515;169413;282;-364;238
3158075;-27485;-36511;174034;274;-354;256
3159076;-44364;-25594;178822;261;-335;267
3160076;-44149;-29472;186412;238;-309;271
3161077;-40078;-34859;185694;209;-274;268
3162076;-57963;-19177;183419;177;-230;257
3163077;-68761;-8762;184999;135;-180;239
3164077;-57819;-15059;179301;91;-126;216
3165078;-61507;-5578;172981;44;-73;189
3166093;-73932;4237;167713;-7;-16;154
3167077;-65936;4261;158448;-59;42;114
3168078;-55737;7589;146764;-116;100;70
3169078;-62536;14652;136062;-175;157;27
3170078;-57436;21787;124498;-235;209;-16
3171076;-39576;23558;109199;-286;257;-62
3172076;-41012;29185;98569;-334;302;-106
3173075;-36200;28251;87508;-377;343;-151
3174075;-24779;31938;71586;-410;377;-192
3175080;-19345;37229;61578;-436;403;-227
3176075;-12497;31004;51403;-451;419;-259
3177091;1771;32968;37469;-462;422;-286
3178079;15514;35673;29113;-464;419;-309
3179080;17405;30909;24444;-459;407;-325
3180079;30980;24349;17669;-447;389;-332
3181079;37660;25617;12808;-427;363;-335
3182078;34715;25546;14556;-398;328;-332
3183079;43023;17597;13048;-363;288;-320
3184078;50541;15251;12210;-320;242;-302
3185078;56359;8451;19728;-273;192;-280
3186078;58131;-2968;24875;-221;135;-253
3187090;59759;-4525;30214;-164;80;-219
3188078;57724;-9145;41228;-105;24;-181
3189079;55808;-17621;51331;-47;-35;-141
3190078;51140;-15945;60932;7;-96;-97
3191078;38474;-16424;75656;61;-155;-51
3192078;39217;-30142;90788;111;-210;-4
3193078;37014;-35338;101274;155;-259;39
3194077;18483;-28682;113844;192;-299;82
3195078;10319;-34979;128951;222;-329;122
3196077;15035;-45370;137307;247;-352;158
3197092;909;-35673;147387;264;-364;190
3198075;-19943;-31818;161728;276;-369;218
3199075;-18626;-39288;169701;280;-364;241
3200079;-23582;-35673;174752;277;-351;257
3201080;-46136;-28467;181695;265;-329;268
3202079;-51666;-27581;186244;242;-303;271
3203080;-44843;-29161;184760;213;-270;270
3204079;-56144;-20446;185023;175;-230;259
3205079;-65553;-15227;185047;134;-181;244
3206078;-60094;-11971;178272;87;-128;219
3207089;-63637;-1221;173100;33;-70;189
3208078;-68665;574;166875;-21;-9;152
3209077;-66295;5746;155766;-79;53;114
3210078;-64643;12354;145902;-135;114;71
3211077;-61459;13287;135870;-187;170;25
3212077;-48458;17262;122319;-241;224;-19
3213076;-44532;24612;108481;-288;274;-67
3214076;-44843;31244;97898;-335;319;-112
3215075;-27198;27365;83294;-378;357;-157
3216076;-22553;33447;68953;-413;386;-199
3217076;-21978;36008;61291;-444;406;-236
3218092;-8403;30909;49464;-462;418;-268
3219076;5410;36104;37349;-471;424;-297
3220077;10295;35122;30621;-474;424;-319
3221076;18219;28874;22577;-470;413;-332
3222077;36918;27078;14867;-454;393;-341
3223077;37158;26910;13000;-430;363;-341
3224078;39408;19704;13742;-398;325;-335
3225078;46519;17238;11563;-358;282;-323
3226079;45777;19728;14245;-314;233;-303
3227079;54468;7350;20518;-267;183;-279
3228088;62129;-4596;23008;-216;125;-250
3229077;60309;-3303;31507;-164;62;-216
3230078;52576;-8427;43598;-109;0;-178
3231078;57293;-18770;51451;-54;-58;-137
3232079;54468;-19800;62704;1;-112;-93
3233079;37972;-19919;78170;56;-166;-47
3234080;37995;-26527;90500;106;-215;-1
3235079;35338;-33159;101250;154;-261;45
3236079;18507;-34404;117435;196;-300;90
3237078;7086;-34117;130244;228;-332;129
3238078;7350;-37014;137499;254;-358;166
3239088;1723;-38426;151098;271;-372;196
3240077;-12641;-41204;163164;279;-374;224
3241078;-22385;-33949;168863;277;-369;245
3242077;-29281;-29400;176021;267;-354;259
3243077;-40725;-34380;183156;250;-334;267
3244076;-51618;-27341;185383;227;-303;268
3245077;-56622;-21284;185383;201;-267;262
3246076;-56527;-21164;187154;169;-221;251
3247077;-54946;-21859;184066;126;-172;233
3248076;-65864;-8786;177146;80;-120;209
3249076;-71754;2370;173603;30;-65;177
3250089;-61147;-2633;164553;-22;-6;141
3251078;-63326;6584;154090;-77;53;102
3252078;-69240;14556;146381;-135;112;59
3253078;-59950;14987;134099;-193;167;16
3254078;-44627;17669;120571;-248;219;-29
3255077;-49464;23367;108672;-299;267;-74
3256078;-45872;30645;95672;-345;309;-119
3257077;-21140;29424;79391;-383;351;-161
3258077;-20470;33830;68569;-412;381;-203
3259076;-18171;31818;60262;-435;403;-239
3260092;-4884;32537;46734;-448;415;-268
3261076;3567;38259;37205;-457;419;-294
3262076;8283;31052;29927;-459;416;-314
3263076;21428;28131;19560;-453;403;-329
3264075;36679;30933;14604;-439;383;-337
3265075;35290;26384;14221;-419;354;-337
3266080;45034;16160;12425;-390;319;-332
3267075;50709;16256;10869;-354;279;-320
3268080;45585;17764;15777;-309;232;-302
3269075;53270;7326;20015;-257;180;-277
3270079;60214;-933;22337;-201;122;-248
3271079;59519;-4788;34189;-141;62;-213
3272078;54300;-11180;44484;-83;4;-175
3273079;54683;-15251;52289;-29;-56;-132
3274078;52576;-21188;66079;22;-117;-88
3275078;45034;-28945;79104;73;-174;-44
3276078;36607;-24899;89567;119;-222;3
3277079;25378;-26479;103597;161;-268;47
3278078;20470;-39360;120236;199;-305;90
3279078;13048;-38115;131010;232;-332;131
3280077;-1149;-31435;140563;257;-352;167
3281092;-4932;-38570;154473;276;-364;203
3282092;-4620;-46686;161967;288;-367;230
3283076;-23582;-32106;168192;291;-360;253
3284077;-39217;-27916;178391;283;-345;267
3285076;-37636;-36822;183635;267;-325;274
3286077;-45274;-27341;184904;241;-297;273
3287077;-62105;-18962;186795;210;-261;267
3288078;-62081;-19369;188064;170;-216;254
3289078;-53534;-20039;182342;123;-167;236
3290079;-66941;-8810;176811;74;-112;210
3291078;-72376;191;172717;19;-51;178
3292079;-58969;71;162374;-35;9;141
3293090;-61100;8954;154114;-91;70;102
3294079;-65768;12880;144992;-145;128;58
3295080;-59639;17836;131489;-198;181;13
3296079;-50948;21547;119374;-250;233;-33
3297075;-50062;20997;106948;-297;280;-79
3298075;-38139;27700;92224;-343;325;-123
3299076;-23726;33494;77787;-384;361;-167
3300076;-23415;35003;68426;-418;389;-207
3301076;-9959;29735;56622;-447;410;-244
3302075;-1508;35266;43263;-464;424;-276
3303080;311;36990;37229;-473;432;-302
3304093;10199;29688;28802;-471;430;-323
3305076;23415;33063;18914;-464;416;-335
3306077;30813;32058;16089;-447;393;-341
3307076;36631;21859;13455;-421;361;-340
3308076;51235;17334;10534;-387;323;-334
3309075;51906;17022;11659;-348;280;-320
3310076;50350;10366;16089;-303;230;-302
3311075;54324;6823;19153;-256;177;-277
3312075;52552;6536;25641;-203;117;-245
3313080;57269;-6153;37038;-146;56;-209
3314090;60716;-17310;44173;-90;-4;-170
3315078;53055;-14077;54276;-35;-62;-128
3316078;45274;-20326;68905;19;-119;-83
3317078;48722;-31866;78625;74;-174;-36
3318078;39240;-26719;91003;122;-222;10
3319078;20326;-26384;107930;167;-267;56
3320078;21356;-37038;121050;206;-303;99
3321077;17621;-38450;131010;235;-335;138
3322078;-4692;-33901;144154;257;-360;175
3323077;-13646;-36655;156437;274;-370;206
3324089;-8954;-41395;161225;282;-370;232
3325078;-20278;-35649;170060;277;-361;250
3326078;-36080;-35242;179948;264;-346;262
3327078;-39528;-31076;183515;247;-325;268
3328078;-44987;-23175;186532;222;-296;267
3329077;-57963;-24516;188854;192;-257;261
3330077;-65313;-17788;186388;155;-212;248
3331077;-65625;-11324;181743;112;-160;232
3332077;-64068;-10390;178727;67;-106;207
3333076;-61147;-7254;171472;13;-50;177
3334091;-66295;4788;161129;-41;6;140
3335080;-66917;13527;154114;-99;64;99
3336079;-56646;9672;142071;-157;123;53
3337075;-57724;18722;128784;-215;180;7
3338080;-58921;23918;119183;-270;235;-39
3339080;-46232;21188;105584;-317;283;-88
3340079;-30693;27246;90716;-360;328;-134
3341079;-32106;31866;78553;-395;366;-178
3342078;-25354;33782;66558;-422;395;-218
3343079;-766;32513;52361;-442;416;-251
3344243;454;35458;43119;-456;427;-280
3345076;1987;32321;36679;-464;427;-306
3346076;15107;30837;26144;-464;419;-326
3347077;21452;36128;19871;-454;404;-338
3348076;27341;27772;16687;-439;383;-345
3349078;40174;19345;10007;-415;351;-345
3350078;52121;20805;9911;-384;312;-337
3351079;49990;16065;14125;-345;270;-323
3352078;56551;5961;16304;-299;219;-303
3353079;60573;4070;19656;-247;166;-277
3354079;50972;5291;28060;-192;108;-244
3355075;55473;-4070;36320;-132;50;-206
3356090;59471;-13934;43071;-71;-9;-166
3357075;51786;-16831;58131;-13;-70;-123
3358076;44364;-21045;70964;41;-128;-77
3359076;43071;-24468;79726;90;-184;-30
3360077;40462;-30909;95001;135;-236;16
3361076;29640;-37038;108912;177;-280;62
3362077;18387;-30526;119542;210;-314;105
3363077;7924;-31100;132662;238;-338;146
3364078;-502;-42640;147363;261;-357;181
3365078;-9576;-38929;156389;276;-366;210
3366092;-23678;-29903;163571;283;-367;236
3367075;-24612;-37397;175135;283;-361;257
3368080;-24061;-44843;179852;277;-346;271
3369078;-44316;-27030;181863;259;-323;277
3370078;-57484;-18746;187370;232;-291;276
3371077;-51906;-28131;187825;198;-253;265
3372078;-58179;-17597;184999;155;-207;250
3373077;-74196;-5937;183036;109;-157;228
3374078;-67995;-8331;178918;59;-100;203
3375077;-57700;-7829;170012;3;-39;167
3376092;-69407;3495;161177;-51;22;131
3377076;-69647;12162;152271;-108;83;90
3378076;-52672;11971;138241;-160;141;44
3379075;-54563;20231;128688;-212;196;-3
3380075;-56048;22194;118297;-262;250;-50
3381080;-43670;24396;102040;-308;299;-96
3382080;-36056;30310;89830;-355;341;-141
3383079;-33758;27676;77787;-393;375;-184
3384079;-19009;31579;62752;-428;403;-225
3385079;-2202;35769;50469;-453;421;-261
3386147;-885;34620;42808;-470;430;-290
3387078;10414;29807;33590;-479;433;-314
3388077;19847;32441;23535;-476;427;-332
3389077;19656;33542;20302;-462;412;-341
3390077;28778;24660;15418;-441;386;-345
3391077;39863;24468;9528;-412;351;-343
3392076;48458;22098;11803;-377;311;-334
3393076;53390;10678;13359;-335;264;-317
3394075;60166;7182;15011;-290;213;-296
3395076;60285;5027;20877;-241;160;-268
3396080;56790;-1532;29376;-189;100;-236
3397090;57173;-4309;36104;-135;41;-196
3398080;50685;-5985;46136;-79;-21;-155
3399079;51188;-18746;61387;-21;-79;-111
3400079;51618;-27006;71466;35;-135;-65
3401078;39049;-21595;82791;90;-187;-18
3402079;32441;-29352;98210;138;-233;29
3403078;34045;-40725;108696;181;-276;74
3404078;19752;-31771;120236;216;-314;119
3405077;-885;-29185;136421;242;-343;158
3406078;1412;-41874;148751;264;-363;193
3407077;-2968;-39815;156987;274;-372;221
3408090;-29735;-29903;167282;277;-372;244
3409079;-33925;-35577;176644;273;-361;262
3410079;-25234;-42233;178104;262;-341;273
3411078;-41491;-29544;182438;244;-315;277
3412078;-59256;-22050;188567;216;-280;276
3413078;-53917;-24349;186939;186;-241;268
3414078;-55353;-16304;185287;148;-193;253
3415078;-70054;-9888;183539;102;-138;230
3416079;-70413;-6607;176739;50;-82;199
3417075;-65625;-1532;168886;-6;-25;163
3418076;-66271;2250;161321;-62;30;123
3419090;-61028;7158;150331;-120;87;79
3420079;-56311;14724;136948;-178;145;33
3421080;-58107;23319;127970;-236;201;-15
3422080;-48530;20709;115041;-290;254;-62
3423075;-41156;25617;99024;-337;303;-109
3424080;-41371;32010;89614;-378;346;-154
3425075;-30717;28491;76375;-412;380;-193
3426075;-13862;33183;61028;-439;404;-232
3427077;-7541;36104;50374;-456;422;-265
3428077;-1699;33423;40916;-471;430;-293
3429089;17908;30382;29975;-477;427;-317
3430078;21380;33351;23008;-476;416;-335
3431079;21140;30214;20757;-465;398;-345
3432079;32968;24349;14173;-445;374;-348
3433079;37301;29041;10893;-421;340;-345
3434077;43789;20661;13096;-386;302;-334
3435077;55689;6584;11611;-341;257;-317
3436076;62249;7661;14724;-291;209;-294
3437077;56048;5410;22936;-236;152;-265
3438076;58586;-5099;29568;-180;91;-230
3439090;60956;-7781;37110;-120;29;-192
3440080;46854;-4908;49488;-62;-33;-148
3441080;50302;-16304;61411;-9;-94;-103
3442079;53342;-27198;71275;42;-151;-59
3443079;36798;-24181;86502;90;-204;-12
3444079;26527;-28969;100532;132;-251;33
3445079;29783;-36798;109558;174;-294;79
3446078;22122;-35290;123804;209;-325;122
3447079;2298;-35769;139270;238;-348;160
3448078;-1244;-36918;148584;262;-363;195
3449092;-6392;-36248;157921;277;-372;225
3450076;-26455;-37158;169629;285;-375;248
3451076;-35242;-35673;176524;280;-366;267
3452076;-37110;-32178;178870;268;-346;277
3453075;-41587;-31028;185742;245;-319;280
3454075;-47668;-32561;188519;213;-285;277
3455080;-57867;-20278;186053;177;-244;267
3456075;-64763;-9313;186005;134;-193;248
3457080;-63111;-14963;181887;90;-137;224
3458075;-66941;-7134;174321;44;-79;195
3459135;-75153;4405;168671;-7;-21;160
3460076;-65457;2992;161010;-61;38;119
3461075;-52816;4955;148560;-117;99;76
3462076;-62464;16400;136349;-174;157;30
3463080;-62249;24229;126174;-232;210;-16
3464075;-39719;19895;109845;-283;261;-65
3465079;-39121;27102;97348;-331;305;-111
3466079;-41323;30478;88824;-374;346;-155
3467080;-25905;29113;73501;-409;380;-198
3468080;-14389;36104;61171;-439;409;-236
3469079;-11875;33423;51044;-461;430;-270
3470090;502;32010;37900;-473;438;-297
3471079;20494;34476;27437;-473;436;-319
3472079;20638;32513;23175;-465;425;-334
3473078;28036;24420;18602;-451;407;-341
3474078;37373;24492;12904;-432;381;-343
3475077;34213;29616;12713;-404;345;-338
3476078;43813;18243;12449;-374;305;-328
3477078;56311;9624;10319;-331;257;-311
3478078;60022;9097;16687;-282;206;-285
3479078;56144;1939;23942;-227;149;-256
3480091;61076;-4908;29496;-170;90;-222
3481080;62943;-10031;39432;-116;30;-183
3482079;51882;-12808;51164;-56;-32;-138
3483080;49152;-14413;60764;1;-93;-93
3484075;44460;-19847;72975;58;-151;-45
3485080;37924;-29735;90093;109;-204;1
3486076;31435;-32561;101681;157;-251;47
3487076;20973;-28514;112359;195;-294;93
3488076;16232;-35745;128377;227;-331;134
3489076;13096;-44843;138480;250;-357;174
3490090;-2537;-33183;147315;267;-370;206
3491080;-20039;-29496;161321;276;-374;233
3492075;-21021;-42066;170969;277;-370;254
3493080;-27485;-36463;175997;274;-358;270
3494076;-48075;-24947;181839;264;-338;277
3495075;-49176;-29089;188112;244;-309;279
3496076;-42281;-33830;186867;215;-273;274
3497076;-59711;-19249;185383;181;-232;262
3498076;-70940;-10558;186460;140;-184;244
3499080;-59519;-14413;180091;93;-129;218
3500079;-63254;-3878;174202;38;-70;186
3501091;-74459;3711;168934;-19;-10;151
3502075;-67731;4908;158232;-77;48;109
3503075;-59136;9097;147051;-134;109;64
3504080;-62057;13742;136206;-189;167;15
3505080;-54300;19919;123421;-244;224;-33
3506079;-41132;24325;108313;-293;277;-80
3507080;-41778;29472;97563;-337;323;-126
3508079;-31842;26767;84970;-378;361;-172
3509079;-23463;32465;69695;-413;390;-213
3510078;-19943;36750;60788;-439;413;-250
3511089;-8954;29975;49440;-456;427;-283
3512078;6057;33830;35721;-468;433;-309
3513078;15227;35889;28395;-474;430;-329
3514077;19584;29975;22840;-471;416;-341
3515077;36296;24779;15418;-457;396;-349
3516076;39887;25330;11707;-435;367;-351
3517078;38043;22026;13120;-403;334;-345
3518077;45657;17405;11492;-366;293;-332
3519077;49966;17788;12162;-320;245;-312
3520076;57293;7062;19704;-270;193;-288
3521092;61818;-4381;23199;-216;134;-256
3522075;60980;-3064;29688;-160;71;-219
3523076;56359;-8164;41683;-103;10;-178
3524075;57987;-18315;51116;-47;-50;-135
3525075;52169;-16591;61746;6;-106;-91
3526079;36343;-16519;77428;59;-161;-44
3527075;39121;-28754;90931;106;-212;3
3528080;37277;-34500;101035;152;-257;48
3529080;16998;-30142;115376;193;-299;94
3530079;7086;-33638;129885;230;-332;138
3531091;11180;-41084;137666;259;-357;178
3532080;311;-36559;149517;279;-370;210
3533075;-18866;-35649;163859;288;-372;238
3534080;-22074;-35984;171113;288;-370;261
3535075;-27150;-32465;176620;280;-361;276
3536079;-45226;-31890;183587;264;-341;283
3537080;-55018;-27389;186747;239;-311;283
3538079;-53797;-24109;185646;209;-271;277
3539080;-56407;-21452;187250;174;-225;264
3540079;-59878;-19752;185502;131;-175;242
3541090;-66008;-8667;178822;85;-123;218
3542079;-69647;1747;174513;38;-67;187
3543079;-63877;-1819;166229;-13;-4;151
3544078;-65361;6512;154545;-68;56;109
3545079;-68498;13718;146094;-126;114;64
3546079;-59807;13479;135152;-183;169;16
3547080;-44819;16831;121553;-239;221;-30
3548080;-47764;23247;108529;-291;270;-77
3549075;-45585;29759;96151;-340;315;-125
3550075;-22601;27964;80109;-384;357;-169
3551099;-20949;33710;68043;-419;389;-210
3552078;-19033;32585;60405;-444;413;-247
3553078;-5171;31459;46806;-459;427;-279
3554079;4836;37852;36008;-468;432;-305
3555079;9337;32800;29424;-470;428;-323
3556080;21906;28179;19967;-462;413;-337
3557080;39695;28778;13335;-445;393;-345
3558075;37876;25617;13072;-422;364;-343
3559075;44580;16783;12641;-395;331;-337
3560076;51092;16687;10678;-361;290;-323
3561076;47405;18243;14508;-319;241;-305
3562093;54779;7230;19249;-268;187;-280
3563088;61866;-1388;21930;-213;128;-250
3564076;60405;-3495;33016;-158;70;-213
3565076;53342;-9864;44196;-102;9;-174
3566080;56287;-16519;51595;-42;-50;-129
3567075;54300;-20685;64427;15;-111;-82
3568080;42066;-24732;78793;70;-169;-33
3569080;37110;-24612;89710;120;-221;13
3570079;29951;-28993;102543;166;-267;59
3571079;19081;-36918;119470;204;-305;103
3572078;9481;-35170;130867;233;-337;145
3573079;1053;-32417;139294;254;-361;181
3574089;-2992;-38426;153851;270;-375;213
3575078;-8020;-44723;163284;282;-378;239
3576078;-25187;-31172;169078;286;-369;261
3577079;-37684;-27126;178583;280;-352;274
3578079;-38833;-37158;184377;267;-329;282
3579078;-48099;-28036;185694;242;-300;282
3580078;-48099;-28036;185694;242;-300;282
3581077;-63087;-17980;187226;210;-264;274
3582078;-61435;-19416;188878;170;-221;262
3583077;-52863;-22337;183587;126;-172;242
3584090;-68330;-8499;177673;76;-119;215
3585080;-75896;2681;173866;21;-59;180
3586080;-60118;-814;163380;-35;1;141
3587075;-61028;7805;154019;-93;62;100
3588079;-67803;13646;145854;-148;122;54
3589080;-60166;16615;132878;-201;178;9
3590079;-48147;19177;120188;-251;233;-38
3591079;-49990;20542;107643;-297;285;-83
3592079;-40533;27629;93230;-343;329;-129
3593079;-21499;31316;78098;-384;364;-174
3594088;-21883;33949;68593;-421;392;-215
3595077;-12114;29305;57891;-447;412;-250
3596077;-1651;33447;43861;-465;425;-282
3597078;1388;37708;36296;-477;430;-308
3598077;9792;29951;28203;-479;427;-328
3599077;24636;30334;17932;-471;415;-340
3600076;35290;30957;14389;-453;393;-346
3601076;38115;22457;13407;-425;363;-345
3602075;50565;16065;10654;-392;325;-337
3603076;52648;16328;10917;-352;280;-322
3604080;49847;12186;15466;-308;232;-300
3605092;54970;7086;18770;-259;178;-273
3606075;55665;5195;23702;-206;117;-239
3607076;58011;-4955;35865;-152;58;-204
3608075;59136;-15203;44340;-96;-3;-164
3609075;54539;-14006;53294;-41;-62;-122
3610075;48434;-19656;67779;12;-119;-74
3611076;48291;-30478;78434;67;-175;-27
3612075;37660;-24923;89710;116;-224;19
3613076;20805;-25330;106589;163;-268;67
3614218;21356;-38426;121505;203;-306;109
3615079;16304;-38187;131058;233;-337;149
3616079;-5243;-31028;142885;257;-363;186
3617075;-11659;-36655;156269;271;-377;218
3618080;-6392;-44699;162135;277;-378;244
3619075;-23822;-33806;170036;274;-372;264
3620075;-41683;-30550;180953;264;-354;277
3621076;-39001;-33638;184353;247;-329;283
3622076;-43837;-25689;186077;221;-296;283
3623077;-62632;-19967;188782;192;-257;276
3624076;-67803;-16591;187896;155;-213;261
3625092;-61004;-15538;182390;112;-163;239
3626076;-65385;-10079;178559;65;-109;213
3627077;-67684;-3950;172502;13;-53;181
3628077;-64787;3687;161991;-39;4;141
3629077;-64547;11875;154569;-97;65;99
3630075;-59926;10319;143197;-154;126;51
3631080;-58490;17836;129191;-212;184;3
3632079;-56910;22864;119231;-268;238;-45
3633079;-47884;20829;106637;-317;286;-94
3634078;-32321;26168;91602;-360;328;-140
3635079;-29352;32393;79391;-396;366;-184
3636121;-24971;34021;67875;-424;395;-224
3637079;-2106;29257;53223;-445;416;-261
3638079;1197;34261;42042;-462;428;-290
3639079;1484;33973;36248;-471;428;-312
3640078;14413;29807;26455;-473;421;-331
3641078;23894;34787;18339;-465;406;-343
3642077;29472;29281;16280;-450;384;-348
3643078;41012;19416;11061;-425;352;-348
3644077;54492;19512;8331;-392;315;-338
3645078;51259;17022;11707;-351;273;-323
3646090;55234;6703;15394;-305;225;-302
3647075;59208;4716;18818;-251;172;-274
3648080;51499;7230;27150;-195;112;-242
3649080;57532;-4955;36296;-137;51;-203
3650079;62297;-16543;42568;-79;-9;-160
3651079;52217;-14939;56455;-24;-71;-116
3652079;43143;-19584;70533;30;-131;-68
3653079;46088;-27365;79008;82;-186;-19
3654078;41683;-29903;93014;129;-236;27
3655078;24732;-32034;109343;170;-279;73
3656078;18291;-30717;120476;204;-312;117
3657079;12737;-33351;132135;233;-338;157
3658088;-2466;-39408;147171;257;-357;193
3659076;-13886;-36798;156892;274;-367;224
3660077;-20398;-31938;162853;285;-370;248
3661076;-22313;-36774;174297;286;-364;268
3662076;-27389;-42999;180474;277;-349;280
3663075;-44795;-26982;182845;257;-326;285
3664075;-55282;-18339;187896;228;-294;282
3665080;-54180;-27820;188663;195;-256;273
3666075;-61387;-18243;186029;155;-210;256
3667080;-73980;-6344;184090;111;-160;233
3668089;-67324;-8762;180738;64;-103;203
3669078;-57149;-9169;170993;10;-41;166
3670078;-70078;4381;161393;-41;19;128
3671077;-71395;13431;153109;-97;80;85
3672077;-52887;9744;139342;-152;138;39
3673077;-54132;19249;128424;-207;195;-6
3674077;-57843;23319;119303;-259;247;-53
3675076;-44508;22649;103788;-308;293;-100
3676077;-33111;28586;90596;-357;334;-148
3677077;-34069;28562;78529;-398;369;-192
3678090;-21954;31100;63613;-432;398;-233
3679079;-47;33973;50374;-457;419;-268
3680080;478;34237;42951;-474;430;-297
3681080;8068;28491;34907;-480;435;-322
3682075;20326;30262;23965;-474;432;-338
3683080;21308;34931;20015;-462;418;-349
3684080;28778;25091;15346;-441;393;-354
3685075;42497;21236;8834;-413;358;-351
3686075;51403;21739;10702;-381;315;-340
3687076;51906;12234;13287;-340;267;-323
3688093;59543;6009;14867;-293;215;-302
3689077;62249;4357;20159;-242;160;-271
3690077;55377;598;28179;-192;103;-236
3691077;56239;-3806;35051;-137;47;-196
3692078;53893;-7685;44173;-80;-12;-154
3693078;51475;-18291;60070;-22;-73;-109
3694079;49512;-25617;70676;35;-129;-62
3695077;40653;-21595;80756;91;-183;-13
3696077;35122;-29257;97300;140;-232;35
3697076;33016;-39624;109271;183;-277;80
3698093;19704;-29975;120021;218;-315;123
3699076;1077;-27581;135320;244;-346;164
3700076;-502;-41778;148440;265;-367;199
3701075;-5123;-40007;156844;279;-378;227
3702076;-28586;-28347;166564;285;-378;251
3703075;-31771;-35338;176596;282;-367;270
3704075;-24301;-43239;179014;271;-349;280
3705079;-44029;-27246;182845;253;-323;285
3706080;-60477;-20997;189117;227;-288;282
3707075;-51930;-27150;187729;196;-247;271
3708092;-56479;-16208;185670;160;-201;254
3709076;-74052;-7541;184377;114;-151;232
3710076;-70557;-7805;178224;61;-94;203
3711075;-63470;-4118;169605;3;-35;164
3712075;-69216;2944;161656;-56;21;123
3713080;-65505;8738;151289;-116;80;77
3714080;-54635;13551;137786;-174;141;30
3715079;-55497;20973;128760;-230;199;-16
3716079;-51188;19919;116693;-280;254;-64
3717080;-43358;25498;100317;-326;300;-111
3718080;-40150;31148;89830;-369;340;-157
